filename,um_per_pixel,height,width,parent_id,patch_y,patch_x,class_histogram,split,dominant_class
micrograph13__y00384_x00000.png,0.0,256.0,256.0,micrograph13,384.0,0.0,"{""1"": 38897, ""2"": 16923, ""4"": 9716}",train,1.0
micrograph13__y00384_x00128.png,0.0,256.0,256.0,micrograph13,384.0,128.0,"{""1"": 35892, ""2"": 15471, ""4"": 14173}",train,1.0
micrograph13__y00384_x00256.png,0.0,256.0,256.0,micrograph13,384.0,256.0,"{""1"": 33564, ""2"": 19373, ""4"": 12599}",train,1.0
micrograph13__y00384_x00384.png,0.0,256.0,256.0,micrograph13,384.0,384.0,"{""1"": 37063, ""2"": 25886, ""4"": 2587}",train,1.0
micrograph13__y00384_x00512.png,0.0,256.0,256.0,micrograph13,384.0,512.0,"{""1"": 38227, ""2"": 26864, ""4"": 445}",train,1.0
micrograph13__y00384_x00640.png,0.0,256.0,256.0,micrograph13,384.0,640.0,"{""1"": 37942, ""2"": 27280, ""4"": 314}",train,1.0
micrograph13__y00384_x00768.png,0.0,256.0,256.0,micrograph13,384.0,768.0,"{""1"": 36716, ""2"": 22391, ""4"": 6429}",train,1.0
micrograph14__y00000_x00000.png,0.0,256.0,256.0,micrograph14,0.0,0.0,"{""1"": 32531, ""2"": 10804, ""4"": 22201}",train,1.0
micrograph14__y00000_x00128.png,0.0,256.0,256.0,micrograph14,0.0,128.0,"{""1"": 35207, ""2"": 9610, ""4"": 20719}",train,1.0
micrograph14__y00000_x00256.png,0.0,256.0,256.0,micrograph14,0.0,256.0,"{""1"": 40480, ""2"": 12616, ""4"": 12440}",train,1.0
micrograph14__y00000_x00384.png,0.0,256.0,256.0,micrograph14,0.0,384.0,"{""1"": 34108, ""2"": 9855, ""4"": 21573}",train,1.0
micrograph14__y00000_x00512.png,0.0,256.0,256.0,micrograph14,0.0,512.0,"{""1"": 33259, ""2"": 11301, ""4"": 20976}",train,1.0
micrograph14__y00000_x00640.png,0.0,256.0,256.0,micrograph14,0.0,640.0,"{""1"": 41631, ""2"": 14915, ""4"": 8990}",train,1.0
micrograph14__y00000_x00768.png,0.0,256.0,256.0,micrograph14,0.0,768.0,"{""1"": 40974, ""2"": 13635, ""4"": 10927}",train,1.0
micrograph14__y00128_x00000.png,0.0,256.0,256.0,micrograph14,128.0,0.0,"{""1"": 32481, ""2"": 13688, ""4"": 19367}",train,1.0
micrograph14__y00128_x00128.png,0.0,256.0,256.0,micrograph14,128.0,128.0,"{""0"": 68, ""1"": 32802, ""2"": 10628, ""4"": 22038}",train,1.0
micrograph14__y00128_x00256.png,0.0,256.0,256.0,micrograph14,128.0,256.0,"{""0"": 187, ""1"": 38414, ""2"": 11723, ""4"": 15212}",train,1.0
micrograph14__y00128_x00384.png,0.0,256.0,256.0,micrograph14,128.0,384.0,"{""0"": 119, ""1"": 38793, ""2"": 13409, ""4"": 13215}",train,1.0
micrograph14__y00128_x00512.png,0.0,256.0,256.0,micrograph14,128.0,512.0,"{""0"": 2, ""1"": 37929, ""2"": 13808, ""4"": 13797}",train,1.0
micrograph14__y00128_x00640.png,0.0,256.0,256.0,micrograph14,128.0,640.0,"{""0"": 2, ""1"": 34897, ""2"": 10939, ""4"": 19698}",train,1.0
micrograph14__y00128_x00768.png,0.0,256.0,256.0,micrograph14,128.0,768.0,"{""1"": 38834, ""2"": 12038, ""4"": 14664}",train,1.0
micrograph14__y00256_x00000.png,0.0,256.0,256.0,micrograph14,256.0,0.0,"{""1"": 44100, ""2"": 20089, ""4"": 1347}",train,1.0
micrograph14__y00256_x00128.png,0.0,256.0,256.0,micrograph14,256.0,128.0,"{""0"": 848, ""1"": 40286, ""2"": 20061, ""4"": 4341}",train,1.0
micrograph14__y00256_x00256.png,0.0,256.0,256.0,micrograph14,256.0,256.0,"{""0"": 970, ""1"": 40462, ""2"": 21110, ""4"": 2994}",train,1.0
micrograph14__y00256_x00384.png,0.0,256.0,256.0,micrograph14,256.0,384.0,"{""0"": 400, ""1"": 42648, ""2"": 22488}",train,1.0
micrograph14__y00256_x00512.png,0.0,256.0,256.0,micrograph14,256.0,512.0,"{""0"": 820, ""1"": 38191, ""2"": 22806, ""4"": 3719}",train,1.0
micrograph14__y00256_x00640.png,0.0,256.0,256.0,micrograph14,256.0,640.0,"{""0"": 1162, ""1"": 29631, ""2"": 17233, ""4"": 17510}",train,1.0
micrograph14__y00256_x00768.png,0.0,256.0,256.0,micrograph14,256.0,768.0,"{""0"": 624, ""1"": 35349, ""2"": 13449, ""4"": 16114}",train,1.0
micrograph14__y00384_x00000.png,0.0,256.0,256.0,micrograph14,384.0,0.0,"{""1"": 41505, ""2"": 19279, ""4"": 4752}",train,1.0
micrograph14__y00384_x00128.png,0.0,256.0,256.0,micrograph14,384.0,128.0,"{""0"": 780, ""1"": 39778, ""2"": 18826, ""4"": 6152}",train,1.0
micrograph14__y00384_x00256.png,0.0,256.0,256.0,micrograph14,384.0,256.0,"{""0"": 783, ""1"": 42302, ""2"": 21051, ""4"": 1400}",train,1.0
micrograph14__y00384_x00384.png,0.0,256.0,256.0,micrograph14,384.0,384.0,"{""0"": 281, ""1"": 43401, ""2"": 21854}",train,1.0
micrograph14__y00384_x00512.png,0.0,256.0,256.0,micrograph14,384.0,512.0,"{""0"": 818, ""1"": 40965, ""2"": 21770, ""4"": 1983}",train,1.0
micrograph14__y00384_x00640.png,0.0,256.0,256.0,micrograph14,384.0,640.0,"{""0"": 1160, ""1"": 35662, ""2"": 18410, ""4"": 10304}",train,1.0
micrograph14__y00384_x00768.png,0.0,256.0,256.0,micrograph14,384.0,768.0,"{""0"": 631, ""1"": 35934, ""2"": 17613, ""4"": 11358}",train,1.0
micrograph15__y00000_x00000.png,0.0,256.0,256.0,micrograph15,0.0,0.0,"{""1"": 40355, ""2"": 16514, ""4"": 8667}",val,1.0
micrograph15__y00000_x00128.png,0.0,256.0,256.0,micrograph15,0.0,128.0,"{""1"": 36261, ""2"": 15337, ""4"": 13938}",val,1.0
micrograph15__y00000_x00256.png,0.0,256.0,256.0,micrograph15,0.0,256.0,"{""1"": 35330, ""2"": 17097, ""4"": 13109}",val,1.0
micrograph15__y00000_x00384.png,0.0,256.0,256.0,micrograph15,0.0,384.0,"{""1"": 37676, ""2"": 19232, ""4"": 8628}",val,1.0
micrograph15__y00000_x00512.png,0.0,256.0,256.0,micrograph15,0.0,512.0,"{""1"": 41179, ""2"": 22376, ""4"": 1981}",val,1.0
micrograph15__y00000_x00640.png,0.0,256.0,256.0,micrograph15,0.0,640.0,"{""1"": 33898, ""2"": 14955, ""4"": 16683}",val,1.0
micrograph15__y00000_x00768.png,0.0,256.0,256.0,micrograph15,0.0,768.0,"{""1"": 28983, ""2"": 10921, ""4"": 25632}",val,1.0
micrograph15__y00128_x00000.png,0.0,256.0,256.0,micrograph15,128.0,0.0,"{""1"": 38606, ""2"": 22454, ""4"": 4476}",val,1.0
micrograph15__y00128_x00128.png,0.0,256.0,256.0,micrograph15,128.0,128.0,"{""1"": 36186, ""2"": 22300, ""4"": 7050}",val,1.0
micrograph15__y00128_x00256.png,0.0,256.0,256.0,micrograph15,128.0,256.0,"{""1"": 34494, ""2"": 20175, ""4"": 10867}",val,1.0
micrograph15__y00128_x00384.png,0.0,256.0,256.0,micrograph15,128.0,384.0,"{""1"": 35232, ""2"": 17792, ""4"": 12512}",val,1.0
micrograph15__y00128_x00512.png,0.0,256.0,256.0,micrograph15,128.0,512.0,"{""1"": 37836, ""2"": 17979, ""4"": 9721}",val,1.0
micrograph15__y00128_x00640.png,0.0,256.0,256.0,micrograph15,128.0,640.0,"{""1"": 35147, ""2"": 15628, ""4"": 14761}",val,1.0
micrograph15__y00128_x00768.png,0.0,256.0,256.0,micrograph15,128.0,768.0,"{""1"": 35503, ""2"": 17528, ""4"": 12505}",val,1.0
micrograph15__y00256_x00000.png,0.0,256.0,256.0,micrograph15,256.0,0.0,"{""1"": 38406, ""2"": 27130}",val,1.0
micrograph15__y00256_x00128.png,0.0,256.0,256.0,micrograph15,256.0,128.0,"{""1"": 38202, ""2"": 27334}",val,1.0
micrograph15__y00256_x00256.png,0.0,256.0,256.0,micrograph15,256.0,256.0,"{""1"": 37650, ""2"": 26850, ""4"": 1036}",val,1.0
micrograph15__y00256_x00384.png,0.0,256.0,256.0,micrograph15,256.0,384.0,"{""1"": 35893, ""2"": 20294, ""4"": 9349}",val,1.0
micrograph15__y00256_x00512.png,0.0,256.0,256.0,micrograph15,256.0,512.0,"{""1"": 35996, ""2"": 14245, ""4"": 15295}",val,1.0
micrograph15__y00256_x00640.png,0.0,256.0,256.0,micrograph15,256.0,640.0,"{""1"": 37128, ""2"": 19055, ""4"": 9353}",val,1.0
micrograph15__y00256_x00768.png,0.0,256.0,256.0,micrograph15,256.0,768.0,"{""1"": 36019, ""2"": 19088, ""4"": 10429}",val,1.0
micrograph15__y00384_x00000.png,0.0,256.0,256.0,micrograph15,384.0,0.0,"{""1"": 39410, ""2"": 26126}",val,1.0
micrograph15__y00384_x00128.png,0.0,256.0,256.0,micrograph15,384.0,128.0,"{""1"": 39220, ""2"": 26316}",val,1.0
micrograph15__y00384_x00256.png,0.0,256.0,256.0,micrograph15,384.0,256.0,"{""1"": 40433, ""2"": 25103}",val,1.0
micrograph15__y00384_x00384.png,0.0,256.0,256.0,micrograph15,384.0,384.0,"{""1"": 37030, ""2"": 21901, ""4"": 6605}",val,1.0
micrograph15__y00384_x00512.png,0.0,256.0,256.0,micrograph15,384.0,512.0,"{""1"": 37289, ""2"": 15850, ""4"": 12397}",val,1.0
micrograph15__y00384_x00640.png,0.0,256.0,256.0,micrograph15,384.0,640.0,"{""1"": 41138, ""2"": 17336, ""4"": 7062}",val,1.0
micrograph15__y00384_x00768.png,0.0,256.0,256.0,micrograph15,384.0,768.0,"{""1"": 37259, ""2"": 15870, ""4"": 12407}",val,1.0
micrograph16__y00000_x00000.png,0.0,256.0,256.0,micrograph16,0.0,0.0,"{""1"": 35370, ""2"": 16339, ""4"": 13827}",train,1.0
micrograph16__y00000_x00128.png,0.0,256.0,256.0,micrograph16,0.0,128.0,"{""1"": 37086, ""2"": 17555, ""4"": 10895}",train,1.0
micrograph16__y00000_x00256.png,0.0,256.0,256.0,micrograph16,0.0,256.0,"{""1"": 41310, ""2"": 18736, ""4"": 5490}",train,1.0
micrograph16__y00000_x00384.png,0.0,256.0,256.0,micrograph16,0.0,384.0,"{""1"": 39796, ""2"": 19329, ""4"": 6411}",train,1.0
micrograph16__y00000_x00512.png,0.0,256.0,256.0,micrograph16,0.0,512.0,"{""1"": 35067, ""2"": 24346, ""4"": 6123}",train,1.0
micrograph16__y00000_x00640.png,0.0,256.0,256.0,micrograph16,0.0,640.0,"{""1"": 35591, ""2"": 29945}",train,1.0
micrograph16__y00000_x00768.png,0.0,256.0,256.0,micrograph16,0.0,768.0,"{""1"": 33723, ""2"": 27003, ""4"": 4810}",train,1.0
micrograph16__y00128_x00000.png,0.0,256.0,256.0,micrograph16,128.0,0.0,"{""1"": 37332, ""2"": 22843, ""3"": 406, ""4"": 4955}",train,1.0
micrograph16__y00128_x00128.png,0.0,256.0,256.0,micrograph16,128.0,128.0,"{""1"": 38142, ""2"": 20671, ""4"": 6723}",train,1.0
micrograph16__y00128_x00256.png,0.0,256.0,256.0,micrograph16,128.0,256.0,"{""1"": 42577, ""2"": 20165, ""4"": 2794}",train,1.0
micrograph16__y00128_x00384.png,0.0,256.0,256.0,micrograph16,128.0,384.0,"{""1"": 36725, ""2"": 15771, ""4"": 13040}",train,1.0
micrograph16__y00128_x00512.png,0.0,256.0,256.0,micrograph16,128.0,512.0,"{""1"": 32763, ""2"": 20420, ""4"": 12353}",train,1.0
micrograph16__y00128_x00640.png,0.0,256.0,256.0,micrograph16,128.0,640.0,"{""1"": 37485, ""2"": 27727, ""4"": 324}",train,1.0
micrograph16__y00128_x00768.png,0.0,256.0,256.0,micrograph16,128.0,768.0,"{""1"": 36465, ""2"": 27233, ""4"": 1838}",train,1.0
micrograph16__y00256_x00000.png,0.0,256.0,256.0,micrograph16,256.0,0.0,"{""1"": 35287, ""2"": 26007, ""3"": 406, ""4"": 3836}",train,1.0
micrograph16__y00256_x00128.png,0.0,256.0,256.0,micrograph16,256.0,128.0,"{""1"": 37253, ""2"": 21343, ""4"": 6940}",train,1.0
micrograph16__y00256_x00256.png,0.0,256.0,256.0,micrograph16,256.0,256.0,"{""1"": 41038, ""2"": 20688, ""4"": 3810}",train,1.0
micrograph16__y00256_x00384.png,0.0,256.0,256.0,micrograph16,256.0,384.0,"{""1"": 35388, ""2"": 16966, ""4"": 13182}",train,1.0
micrograph16__y00256_x00512.png,0.0,256.0,256.0,micrograph16,256.0,512.0,"{""1"": 33070, ""2"": 19305, ""4"": 13161}",train,1.0
micrograph16__y00256_x00640.png,0.0,256.0,256.0,micrograph16,256.0,640.0,"{""1"": 34723, ""2"": 21546, ""4"": 9267}",train,1.0
micrograph16__y00256_x00768.png,0.0,256.0,256.0,micrograph16,256.0,768.0,"{""1"": 33896, ""2"": 21385, ""4"": 10255}",train,1.0
micrograph16__y00384_x00000.png,0.0,256.0,256.0,micrograph16,384.0,0.0,"{""1"": 37736, ""2"": 24852, ""4"": 2948}",train,1.0
micrograph16__y00384_x00128.png,0.0,256.0,256.0,micrograph16,384.0,128.0,"{""1"": 36441, ""2"": 22163, ""4"": 6932}",train,1.0
micrograph16__y00384_x00256.png,0.0,256.0,256.0,micrograph16,384.0,256.0,"{""1"": 38265, ""2"": 22714, ""4"": 4557}",train,1.0
micrograph16__y00384_x00384.png,0.0,256.0,256.0,micrograph16,384.0,384.0,"{""1"": 40465, ""2"": 22531, ""4"": 2540}",train,1.0
micrograph16__y00384_x00512.png,0.0,256.0,256.0,micrograph16,384.0,512.0,"{""1"": 38410, ""2"": 24493, ""4"": 2633}",train,1.0
micrograph16__y00384_x00640.png,0.0,256.0,256.0,micrograph16,384.0,640.0,"{""1"": 30339, ""2"": 20055, ""4"": 15142}",train,1.0
micrograph16__y00384_x00768.png,0.0,256.0,256.0,micrograph16,384.0,768.0,"{""1"": 23003, ""2"": 12593, ""4"": 29940}",train,4.0
micrograph17__y00000_x00000.png,0.0,256.0,256.0,micrograph17,0.0,0.0,"{""0"": 198, ""1"": 30681, ""2"": 28188, ""4"": 6469}",train,1.0
micrograph17__y00000_x00128.png,0.0,256.0,256.0,micrograph17,0.0,128.0,"{""0"": 111, ""1"": 31246, ""2"": 32320, ""3"": 1859}",train,2.0
micrograph17__y00000_x00256.png,0.0,256.0,256.0,micrograph17,0.0,256.0,"{""1"": 27548, ""2"": 30247, ""3"": 3687, ""4"": 4054}",train,2.0
micrograph17__y00000_x00384.png,0.0,256.0,256.0,micrograph17,0.0,384.0,"{""0"": 99, ""1"": 24311, ""2"": 19352, ""3"": 1828, ""4"": 19946}",train,1.0
micrograph17__y00000_x00512.png,0.0,256.0,256.0,micrograph17,0.0,512.0,"{""0"": 253, ""1"": 28744, ""2"": 15059, ""4"": 21480}",train,1.0
micrograph17__y00000_x00640.png,0.0,256.0,256.0,micrograph17,0.0,640.0,"{""0"": 659, ""1"": 35511, ""2"": 23016, ""4"": 6350}",train,1.0
micrograph17__y00128_x00000.png,0.0,256.0,256.0,micrograph17,128.0,0.0,"{""0"": 215, ""1"": 29061, ""2"": 27992, ""4"": 8268}",train,1.0
micrograph17__y00128_x00128.png,0.0,256.0,256.0,micrograph17,128.0,128.0,"{""0"": 229, ""1"": 32548, ""2"": 31476, ""3"": 1283}",train,1.0
micrograph17__y00128_x00256.png,0.0,256.0,256.0,micrograph17,128.0,256.0,"{""0"": 14, ""1"": 28756, ""2"": 28803, ""3"": 4453, ""4"": 3510}",train,2.0
micrograph17__y00128_x00384.png,0.0,256.0,256.0,micrograph17,128.0,384.0,"{""1"": 25481, ""2"": 20778, ""3"": 3170, ""4"": 16107}",train,1.0
micrograph17__y00128_x00512.png,0.0,256.0,256.0,micrograph17,128.0,512.0,"{""0"": 170, ""1"": 27653, ""2"": 16312, ""4"": 21401}",train,1.0
micrograph17__y00128_x00640.png,0.0,256.0,256.0,micrograph17,128.0,640.0,"{""0"": 877, ""1"": 34045, ""2"": 21810, ""4"": 8804}",train,1.0
micrograph17__y00256_x00000.png,0.0,256.0,256.0,micrograph17,256.0,0.0,"{""0"": 192, ""1"": 29915, ""2"": 30941, ""4"": 4488}",train,2.0
micrograph17__y00256_x00128.png,0.0,256.0,256.0,micrograph17,256.0,128.0,"{""0"": 212, ""1"": 30872, ""2"": 27494, ""4"": 6958}",train,1.0
micrograph17__y00256_x00256.png,0.0,256.0,256.0,micrograph17,256.0,256.0,"{""0"": 20, ""1"": 26696, ""2"": 25522, ""3"": 5486, ""4"": 7812}",train,1.0
micrograph17__y00256_x00384.png,0.0,256.0,256.0,micrograph17,256.0,384.0,"{""1"": 28734, ""2"": 27390, ""3"": 5486, ""4"": 3926}",train,1.0
micrograph17__y00256_x00512.png,0.0,256.0,256.0,micrograph17,256.0,512.0,"{""0"": 147, ""1"": 32195, ""2"": 24121, ""4"": 9073}",train,1.0
micrograph17__y00256_x00640.png,0.0,256.0,256.0,micrograph17,256.0,640.0,"{""0"": 452, ""1"": 29073, ""2"": 21620, ""4"": 14391}",train,1.0
micrograph17__y00384_x00000.png,0.0,256.0,256.0,micrograph17,384.0,0.0,"{""0"": 95, ""1"": 31034, ""2"": 34407}",train,2.0
micrograph17__y00384_x00128.png,0.0,256.0,256.0,micrograph17,384.0,128.0,"{""0"": 151, ""1"": 28440, ""2"": 29953, ""4"": 6992}",train,2.0
micrograph17__y00384_x00256.png,0.0,256.0,256.0,micrograph17,384.0,256.0,"{""0"": 82, ""1"": 24425, ""2"": 27654, ""3"": 6383, ""4"": 6992}",train,2.0
micrograph17__y00384_x00384.png,0.0,256.0,256.0,micrograph17,384.0,384.0,"{""0"": 26, ""1"": 29003, ""2"": 30124, ""3"": 6383}",train,2.0
micrograph17__y00384_x00512.png,0.0,256.0,256.0,micrograph17,384.0,512.0,"{""0"": 47, ""1"": 35095, ""2"": 28135, ""4"": 2259}",train,1.0
micrograph17__y00384_x00640.png,0.0,256.0,256.0,micrograph17,384.0,640.0,"{""0"": 101, ""1"": 23666, ""2"": 18674, ""4"": 23095}",train,1.0
micrograph18__y00000_x00000.png,0.0,256.0,256.0,micrograph18,0.0,0.0,"{""0"": 669, ""1"": 40525, ""2"": 24342}",test,1.0
micrograph18__y00000_x00128.png,0.0,256.0,256.0,micrograph18,0.0,128.0,"{""0"": 1582, ""1"": 39831, ""2"": 24123}",test,1.0
micrograph18__y00000_x00256.png,0.0,256.0,256.0,micrograph18,0.0,256.0,"{""0"": 1493, ""1"": 39454, ""2"": 24589}",test,1.0
micrograph18__y00000_x00384.png,0.0,256.0,256.0,micrograph18,0.0,384.0,"{""0"": 1228, ""1"": 38005, ""2"": 26303}",test,1.0
micrograph18__y00000_x00512.png,0.0,256.0,256.0,micrograph18,0.0,512.0,"{""0"": 1623, ""1"": 36807, ""2"": 27106}",test,1.0
micrograph18__y00000_x00640.png,0.0,256.0,256.0,micrograph18,0.0,640.0,"{""0"": 1792, ""1"": 36812, ""2"": 26932}",test,1.0
micrograph18__y00000_x00768.png,0.0,256.0,256.0,micrograph18,0.0,768.0,"{""0"": 1984, ""1"": 37973, ""2"": 25579}",test,1.0
micrograph18__y00128_x00000.png,0.0,256.0,256.0,micrograph18,128.0,0.0,"{""0"": 1246, ""1"": 39746, ""2"": 24544}",test,1.0
micrograph18__y00128_x00128.png,0.0,256.0,256.0,micrograph18,128.0,128.0,"{""0"": 1887, ""1"": 36599, ""2"": 27050}",test,1.0
micrograph18__y00128_x00256.png,0.0,256.0,256.0,micrograph18,128.0,256.0,"{""0"": 2120, ""1"": 37278, ""2"": 26138}",test,1.0
micrograph18__y00128_x00384.png,0.0,256.0,256.0,micrograph18,128.0,384.0,"{""0"": 2016, ""1"": 37823, ""2"": 25697}",test,1.0
micrograph18__y00128_x00512.png,0.0,256.0,256.0,micrograph18,128.0,512.0,"{""0"": 1163, ""1"": 35271, ""2"": 29102}",test,1.0
micrograph18__y00128_x00640.png,0.0,256.0,256.0,micrograph18,128.0,640.0,"{""0"": 590, ""1"": 34440, ""2"": 30506}",test,1.0
micrograph18__y00128_x00768.png,0.0,256.0,256.0,micrograph18,128.0,768.0,"{""0"": 1070, ""1"": 36804, ""2"": 27662}",test,1.0
micrograph18__y00256_x00000.png,0.0,256.0,256.0,micrograph18,256.0,0.0,"{""0"": 577, ""1"": 34721, ""2"": 30238}",test,1.0
micrograph18__y00256_x00128.png,0.0,256.0,256.0,micrograph18,256.0,128.0,"{""0"": 525, ""1"": 33759, ""2"": 31252}",test,1.0
micrograph18__y00256_x00256.png,0.0,256.0,256.0,micrograph18,256.0,256.0,"{""0"": 1040, ""1"": 35891, ""2"": 28605}",test,1.0
micrograph18__y00256_x00384.png,0.0,256.0,256.0,micrograph18,256.0,384.0,"{""0"": 1004, ""1"": 36529, ""2"": 28003}",test,1.0
micrograph18__y00256_x00512.png,0.0,256.0,256.0,micrograph18,256.0,512.0,"{""0"": 160, ""1"": 36427, ""2"": 28949}",test,1.0
micrograph18__y00256_x00640.png,0.0,256.0,256.0,micrograph18,256.0,640.0,"{""1"": 36549, ""2"": 28987}",test,1.0
micrograph18__y00256_x00768.png,0.0,256.0,256.0,micrograph18,256.0,768.0,"{""1"": 36189, ""2"": 29347}",test,1.0
micrograph18__y00384_x00000.png,0.0,256.0,256.0,micrograph18,384.0,0.0,"{""1"": 34431, ""2"": 31105}",test,1.0
micrograph18__y00384_x00128.png,0.0,256.0,256.0,micrograph18,384.0,128.0,"{""1"": 33946, ""2"": 31590}",test,1.0
micrograph18__y00384_x00256.png,0.0,256.0,256.0,micrograph18,384.0,256.0,"{""1"": 35364, ""2"": 30172}",test,1.0
micrograph18__y00384_x00384.png,0.0,256.0,256.0,micrograph18,384.0,384.0,"{""0"": 15, ""1"": 34324, ""2"": 31197}",test,1.0
micrograph18__y00384_x00512.png,0.0,256.0,256.0,micrograph18,384.0,512.0,"{""0"": 15, ""1"": 35806, ""2"": 29715}",test,1.0
micrograph18__y00384_x00640.png,0.0,256.0,256.0,micrograph18,384.0,640.0,"{""1"": 38309, ""2"": 27227}",test,1.0
micrograph18__y00384_x00768.png,0.0,256.0,256.0,micrograph18,384.0,768.0,"{""1"": 35566, ""2"": 29970}",test,1.0
micrograph19__y00000_x00000.png,0.0,256.0,256.0,micrograph19,0.0,0.0,"{""1"": 39512, ""2"": 22040, ""4"": 3984}",train,1.0
micrograph19__y00000_x00128.png,0.0,256.0,256.0,micrograph19,0.0,128.0,"{""1"": 32847, ""2"": 17012, ""4"": 15677}",train,1.0
micrograph19__y00000_x00256.png,0.0,256.0,256.0,micrograph19,0.0,256.0,"{""1"": 31575, ""2"": 15483, ""3"": 617, ""4"": 17861}",train,1.0
micrograph19__y00000_x00384.png,0.0,256.0,256.0,micrograph19,0.0,384.0,"{""1"": 33626, ""2"": 25223, ""3"": 617, ""4"": 6070}",train,1.0
micrograph19__y00000_x00512.png,0.0,256.0,256.0,micrograph19,0.0,512.0,"{""1"": 37645, ""2"": 27891}",train,1.0
micrograph19__y00000_x00640.png,0.0,256.0,256.0,micrograph19,0.0,640.0,"{""1"": 39658, ""2"": 25878}",train,1.0
micrograph19__y00128_x00000.png,0.0,256.0,256.0,micrograph19,128.0,0.0,"{""1"": 33091, ""2"": 23834, ""4"": 8611}",train,1.0
micrograph19__y00128_x00128.png,0.0,256.0,256.0,micrograph19,128.0,128.0,"{""1"": 33829, ""2"": 21559, ""4"": 10148}",train,1.0
micrograph19__y00128_x00256.png,0.0,256.0,256.0,micrograph19,128.0,256.0,"{""1"": 35147, ""2"": 22928, ""3"": 2665, ""4"": 4796}",train,1.0
micrograph19__y00128_x00384.png,0.0,256.0,256.0,micrograph19,128.0,384.0,"{""1"": 31227, ""2"": 28522, ""3"": 2665, ""4"": 3122}",train,1.0
micrograph19__y00128_x00512.png,0.0,256.0,256.0,micrograph19,128.0,512.0,"{""1"": 33991, ""2"": 31545}",train,1.0
micrograph19__y00128_x00640.png,0.0,256.0,256.0,micrograph19,128.0,640.0,"{""1"": 36555, ""2"": 28917, ""4"": 64}",train,1.0
micrograph19__y00256_x00000.png,0.0,256.0,256.0,micrograph19,256.0,0.0,"{""1"": 26055, ""2"": 25137, ""4"": 14344}",train,1.0
micrograph19__y00256_x00128.png,0.0,256.0,256.0,micrograph19,256.0,128.0,"{""1"": 32566, ""2"": 23527, ""4"": 9443}",train,1.0
micrograph19__y00256_x00256.png,0.0,256.0,256.0,micrograph19,256.0,256.0,"{""1"": 35195, ""2"": 27134, ""3"": 3207}",train,1.0
micrograph19__y00256_x00384.png,0.0,256.0,256.0,micrograph19,256.0,384.0,"{""1"": 30793, ""2"": 31536, ""3"": 3207}",train,2.0
micrograph19__y00256_x00512.png,0.0,256.0,256.0,micrograph19,256.0,512.0,"{""1"": 31673, ""2"": 30507, ""4"": 3356}",train,1.0
micrograph19__y00256_x00640.png,0.0,256.0,256.0,micrograph19,256.0,640.0,"{""1"": 26623, ""2"": 24824, ""4"": 14089}",train,1.0
micrograph19__y00384_x00000.png,0.0,256.0,256.0,micrograph19,384.0,0.0,"{""1"": 25577, ""2"": 20668, ""4"": 19291}",train,1.0
micrograph19__y00384_x00128.png,0.0,256.0,256.0,micrograph19,384.0,128.0,"{""1"": 37606, ""2"": 24237, ""4"": 3693}",train,1.0
micrograph19__y00384_x00256.png,0.0,256.0,256.0,micrograph19,384.0,256.0,"{""1"": 37196, ""2"": 27181, ""3"": 1159}",train,1.0
micrograph19__y00384_x00384.png,0.0,256.0,256.0,micrograph19,384.0,384.0,"{""1"": 33996, ""2"": 30381, ""3"": 1159}",train,1.0
micrograph19__y00384_x00512.png,0.0,256.0,256.0,micrograph19,384.0,512.0,"{""1"": 32855, ""2"": 25863, ""4"": 6818}",train,1.0
micrograph19__y00384_x00640.png,0.0,256.0,256.0,micrograph19,384.0,640.0,"{""1"": 20792, ""2"": 15878, ""4"": 28866}",train,4.0
micrograph2__y00000_x00000.png,0.0,256.0,256.0,micrograph2,0.0,0.0,"{""1"": 36984, ""2"": 21611, ""3"": 6941}",train,1.0
micrograph2__y00000_x00128.png,0.0,256.0,256.0,micrograph2,0.0,128.0,"{""1"": 38395, ""2"": 23263, ""3"": 3878}",train,1.0
micrograph2__y00000_x00256.png,0.0,256.0,256.0,micrograph2,0.0,256.0,"{""1"": 37809, ""2"": 21369, ""3"": 532, ""4"": 5826}",train,1.0
micrograph2__y00000_x00384.png,0.0,256.0,256.0,micrograph2,0.0,384.0,"{""1"": 35981, ""2"": 21482, ""4"": 8073}",train,1.0
micrograph2__y00000_x00512.png,0.0,256.0,256.0,micrograph2,0.0,512.0,"{""1"": 37137, ""2"": 26152, ""4"": 2247}",train,1.0
micrograph2__y00000_x00640.png,0.0,256.0,256.0,micrograph2,0.0,640.0,"{""1"": 35862, ""2"": 28238, ""4"": 1436}",train,1.0
micrograph2__y00000_x00768.png,0.0,256.0,256.0,micrograph2,0.0,768.0,"{""1"": 35953, ""2"": 21515, ""4"": 8068}",train,1.0
micrograph2__y00128_x00000.png,0.0,256.0,256.0,micrograph2,128.0,0.0,"{""1"": 31011, ""2"": 24311, ""3"": 7054, ""4"": 3160}",train,1.0
micrograph2__y00128_x00128.png,0.0,256.0,256.0,micrograph2,128.0,128.0,"{""0"": 34, ""1"": 35776, ""2"": 19167, ""3"": 7190, ""4"": 3369}",train,1.0
micrograph2__y00128_x00256.png,0.0,256.0,256.0,micrograph2,128.0,256.0,"{""0"": 208, ""1"": 33538, ""2"": 20401, ""3"": 7927, ""4"": 3462}",train,1.0
